start	end	text
3714740	3715120	une bonne histoire
3715120	3715680	plutôt caustique
3715680	3716400	mais c'est un sketch
3716400	3717480	donc je ne vais pas
3717480	3718400	dire de fois
3718400	3719420	en tout cas
3719420	3721720	il a l'air
3721720	3723520	assez bien foutu
3723520	3723740	à toi
3723740	3724140	franchement
3724140	3724800	non mais il est beau
3724800	3725940	il fait de la lumière
3725940	3726200	d'ailleurs
3726200	3727240	je ne peux pas t'allumer
3727240	3729400	mais il me fait de la lumière
3729400	3730020	mais c'est quand même
3730020	3730900	est-ce que t'as
3730900	3732020	seul
3732020	3733640	est-ce que tu as joué à Gandalf
3733640	3735200	avec ton bâton ?
3735200	3735400	non
3735400	3735880	tu peux le dire
3735880	3736400	c'est pas sale
3736400	3737380	en vrai il est vraiment lourd
3737380	3738660	en vrai il est vraiment lourd
3738660	3740340	c'est très lourd à transporter
3740340	3740660	parfait
3740660	3741740	tu peux faire du sport avec
3741740	3742920	c'est bien ça
3742920	3743480	mais mon jeu
3743480	3744000	c'est pas mal
3744000	3744600	mais là ça veut dire
3744600	3745040	que tous les deux
3745040	3745740	on aurait gagné un point
3745740	3746640	est-ce qu'on donne vraiment
3746640	3747300	un point ?
3747300	3748020	on te dit oui
3748020	3748620	parce que c'est nul
3748620	3749480	si en fait je te le dis
3749480	3750100	tu me dis oui
3750100	3752040	et j'ai gagné un point
3752040	3753620	donc qui a gagné un point ?
3753620	3754500	on a gagné un point chacun
3754500	3755280	c'est ton jeu mon gars
3755280	3755780	il faut que tu
3755780	3756520	et c'est pour ça
3756520	3758200	je bêta test avec toi
3758200	3759840	qu'est-ce qu'on fait là ?
3759840	3761960	ça fait genre un point chacun ?
3761960	3762560	si tu bluffes
3762560	3763160	et que je le vois
3763160	3764200	j'ai un point
3764200	3766440	moi je pense que le bluff
3766440	3767460	devrait coûter deux points
3767460	3768400	ouais ok
3768400	3768960	ok
3768960	3769920	le double quoi
3769920	3771200	oui mais si je
3771200	3771940	colle ton bluff
3771940	3773660	ou s'il passe ?
3773660	3774700	si tu colles mon bluff
3774700	3775460	t'as deux points
3775460	3776620	ou j'ai moins deux quoi
3776620	3777740	s'il passe
3777740	3778500	s'il se passe rien
3778500	3780280	c'est comme si
3780280	3780940	s'il se passe
3780940	3782660	t'as pas à dire après
3782660	3783040	c'était vrai
3783040	3783540	c'était pas vrai
3783540	3784160	c'est comme au poker
3784160	3786000	c'est comme ça
3786000	3786600	t'as dit oui
3786600	3787320	ok il est là
3787320	3788820	ah mais c'est ça le truc
3788820	3790120	on devrait pas s'envoyer la photo
3790120	3791140	du coup
3791140	3792160	en fait en gros
3792160	3793120	soit le bluff il passe
3793120	3793620	soit pas
3793620	3795240	oui mais
3795240	3796240	mais c'est moins marrant
3796240	3796620	de pas s'envoyer
3796620	3797040	non parce que non
3797040	3797740	c'est ce qui est marrant
3797740	3798740	c'est de savoir si c'est vrai ou pas
3798740	3799620	non mais c'est ça en fait
3799620	3801100	la photo ne doit être là
3801100	3802000	que si le gars dit non
3802000	3802900	en fait
3802900	3803460	c'est ça
3803460	3804100	on s'est envoyé les photos
3804100	3804520	comme des cons
3804520	3805860	tu me dis j'ai un bâton de Gandalf
3805860	3806300	tu me dis oui
3806300	3806860	oui mais parce que
3806860	3808800	si je te dis oui tu l'as
3808800	3809240	et que tu me dis
3809240	3809820	bah non je l'ai pas
3809820	3811420	évidemment il y a peu de photos
3811420	3812400	tu m'envoies un mur vide
3812400	3813420	non non mais
3813420	3814140	t'as dit oui
3814140	3814840	je réponds pas
3814840	3815420	tu m'as cru
3815420	3815880	ok
3815880	3817520	je n'ai à montrer la photo
3817520	3817940	que si
3817940	3819120	oui mais alors à quel moment
3819120	3820840	il faut qu'on le sache à un moment
3820840	3822180	en fin de partie par exemple
3822180	3822600	tu vois
3822600	3823680	en fin de partie
3823680	3824440	t'as le droit de dire
3824440	3825620	ouais à la fin de partie
3825620	3826880	tu dis là je t'ai nickel
3826880	3827460	là je t'ai pas nickel
3827460	3827920	là je t'ai nickel
3827920	3828480	là je t'ai pas nickel
3828480	3829000	mais en gros là
3829000	3829760	on s'envoyait les photos
3829760	3830120	pour rien
3830120	3831000	c'est ça le jeu en fait
3831000	3832560	tu dois croire le gars quoi
3832560	3834320	et la photo c'est que une preuve
3834320	3835800	d'accord
3835800	3836500	ok d'accord
3836500	3837040	ok ok
3837040	3839800	il va me falloir ça
3839800	3840380	par écrit
3840380	3841000	avec un nom
3841000	3842840	et puis on va essayer de
3842840	3844680	on va essayer de lancer ça
3844680	3845380	tu vois avec mes jeux
3845380	3845840	mes jeux
3845840	3846820	c'est des super idées
3846820	3847520	mais sauf que tu
3847520	3848220	voilà celui-là
3848220	3849040	il coûte rien quoi
3849040	3850720	voilà je peux pas le vendre
3850720	3850940	non
3850940	3852760	je peux pas faire des petites cartes
3852760	3853640	je peux pas faire comme les gars
3853640	3854140	du Time's Up
3854140	3855040	qui te vendent 30 balles
3855040	3856000	après les mecs ont réussi
3856000	3857160	à faire des cartes au Time's Up
3857160	3858460	si t'arrives à vendre un Time's Up
3858460	3859160	qui est quand même
3859160	3859720	des bouts de papier
3859720	3860780	avec un stylo normalement
3860780	3861960	et des gens que tu connais
3861960	3862540	dans ta tête
3862540	3863760	tu vois
3863760	3865240	je pense que tu trouveras
3865240	3865900	un moyen de le
3865900	3866760	ouais ouais
3866760	3867400	des idées
3867400	3869080	des idées de trucs faux
3869080	3869620	par exemple
3869620	3870560	ah des idées de trucs faux
3870560	3871260	ouais ça peut être ça
3871260	3872660	mais après c'est un bon jeu
3872660	3873440	tu vois par exemple
3873440	3874600	sur Tinder
3874600	3874640	parce que batons de Gandalf
3874640	3875820	ça serait un bon truc faux quoi
3875820	3876820	tu connais quelqu'un
3876820	3877900	enfin tu vois
3877900	3879020	c'est pour découvrir quelqu'un
3879020	3879760	tu vois c'est marrant
3879760	3880980	c'est la distance quoi
3880980	3881860	un petit jeu
3881860	3882480	un petit jeu
3882480	3884160	ce serait presque un bon format
3884160	3884680	d'interview
3884680	3885100	tu vois
3885100	3886460	si j'étais encore
3886460	3887260	dans le domaine
3887260	3888740	très bien
3888740	3889100	est-ce que
3889100	3890260	où on en est
3890260	3891320	niveau timing
3891320	3893720	bah on est à 1h08 je crois
3893720	3894320	à peu près
3894320	3895380	ah c'est pas mal hein
3895380	3895780	c'est pas mal
3895780	3896380	on peut se casser
3896380	3897140	on a fait ce qu'il fallait
3897140	3898260	une dernière petite
3898260	3899760	petite groutille
3899760	3900360	toi vas-y
3900360	3901100	toi t'avais des sujets
3901100	3902960	alors attends
3902960	3903440	dans ma liste
3903440	3904680	alors j'en ai deux
3904680	3908140	pourquoi vous avez une lampe de mineur
3908140	3908420	au fait
3908420	3909780	pardon je reviens quand même
3909780	3910000	sur
3910000	3911100	je ne sais pas
3911100	3913260	vous l'a offert
3913260	3914240	je ne sais pas
3914240	3915120	je ne sais pas de quoi elle vient
3915120	3916740	je ne sais pas
3916740	3917820	je n'ai jamais acheté ça
3917820	3918880	on ne m'a pas offert de lampe
3918880	3920360	elle est là quoi
3920360	3922220	elle a toujours été là
3922220	3923720	c'est peut-être un artefact magique
3923720	3924300	je ne sais pas
3924300	3925760	peut-être que t'es un gars du chenon aussi
3925760	3926440	un peu
3926440	3928600	green lantern
3928600	3931540	imagine un couple
3931540	3933260	plutôt bien
3933260	3933580	ouais
3933580	3936260	je vois bien
3936260	3938500	mais j'ai tous les côtés
3938500	3941600	la meuf
3941600	3943040	la meuf de ce couple
3943040	3943980	la meuf c'est une meuf
3943980	3945200	tu ne peux pas me demander trop de
3945200	3946100	on est sur un couple hétéro
3946100	3947580	tu ne peux pas me demander trop de détails
3947580	3948460	parce que c'est arrivé
3948460	3949660	à des amis d'amis
3949660	3950460	elle est réglée ?
3950460	3951200	elle est réglée ?
3951200	3952200	elle est réglée ?
3952200	3953660	réglée ?
3953660	3956820	pour niret quoi
3956820	3957440	mais voilà
3957440	3958880	et t'es encore le plus crade
3958880	3960800	alors que je te parle de caleçons cartonnés
3960800	3962620	mais moi c'est des personnages
3962620	3964220	moi c'est des personnages
3964220	3965020	c'est ça la différence
3965020	3966740	tu te caches derrière tes masques
3966740	3970080	cette meuf de couple
3970080	3971060	tombe amoureuse
3971060	3972660	d'une autre meuf
3973040	3974100	tu vois alors qu'elle est en couple
3974100	3974740	c'est Gaz en Maudit
3974740	3975140	c'est un film
3975140	3975740	c'est Gaz en Maudit
3975740	3976980	voilà avec Josiane
3976980	3978440	elle est en couple depuis 10 ans
3978440	3979220	elle a des mômes
3979220	3980720	tu vois
3980720	3981400	c'est Gaz en Maudit
3981400	3982880	elle tombe amoureuse d'une autre meuf
3982880	3983400	ouais
3983400	3984120	ok
3984120	3985580	elle en parle
3985580	3986360	à son mec
3986360	3989200	elles ont consommé ?
3989200	3990200	euh je
3990200	3991180	ouais à mon avis
3991180	3991580	oui
3991580	3992300	à mon avis oui
3992300	3992740	ok
3992740	3993460	euh
3993460	3994500	en tout cas
3994500	3995700	ciseaux et compagnie quoi
3995700	3996220	voilà
3996220	3997760	et compagnie
3997760	3998500	et compagnie
3998500	3999440	elle en parle
3999440	4000340	à son mec
4000340	4002000	et son mec lui dit
4002000	4003660	pour justifier
4003660	4004360	en se demandant
4004360	4005940	pourquoi elle le largue
4005940	4006620	pour une meuf
4006620	4009140	c'est parce que
4009140	4009780	j'ai l'impression
4009780	4010960	de t'avoir fait l'amour
4010960	4011680	comme une femme
4011680	4014180	et là
4014180	4015640	avec la personne
4015640	4016960	qui m'est très chère
4016960	4018140	et qui m'a raconté
4018140	4018560	cette histoire
4018560	4019480	on se demandait
4019480	4021720	qu'est-ce qu'il a voulu dire
4021720	4022080	par
4022080	4023360	j'ai l'impression
4023360	4024320	de t'avoir fait l'amour
4024320	4025000	comme une femme
4025000	4026560	comment toi
4026560	4027420	tu comprends la phrase
4027420	4028860	il l'a laissé vivante
4028860	4029220	à la fin
4029220	4029580	enfin non
4029580	4030560	quoique les montres religieuses
4030560	4031560	elles te tuent après
4031560	4032860	elles te décapitent
4032860	4034000	euh
4034000	4035120	et ben
4035120	4036400	il a été trop doux quoi
4036400	4036940	c'est ça
4036940	4038600	il a été trop doux
4038600	4038840	ouais
4038840	4039460	ok
4039460	4040000	ok
4040000	4041180	il a été trop doux
4041180	4041920	c'est mal connaître
4041920	4042540	certains ciseaux
4042540	4043200	et certaines scènes
4043200	4043700	que j'ai vues
4043700	4046380	en film
4046380	4047160	ça c'est ça
4047160	4048120	ça mon gars
4048120	4049100	et dans la vraie vie
4049100	4049900	et
4049900	4050080	et
4050080	4057160	en fait
4057160	4057500	en fait
4057500	4058040	ne cherche pas
4058040	4059000	tu restes
4059000	4059460	à jamais
4059460	4060280	le méchant
4060280	4062500	ça n'arrivera
4062500	4063600	l'inverse n'arrivera jamais
4063600	4064660	c'est impossible
4064660	4065520	t'es allé trop loin
4065520	4066480	t'es descendu trop loin
4066480	4067140	dans les ténèbres
4067140	4068240	j'ai pris
4068240	4069780	j'ai pris votre petite lampe là
4069780	4071340	j'ai pris votre petite lampe à la con
4071340	4072660	et je suis descendu
4072660	4073460	et tu creuses
4073460	4074180	et tu descends
4074180	4075780	les cercles de l'enfer
4075780	4076500	non mais c'est ça
4076500	4077500	tu le comprends comme ça
4077500	4078080	attends mais déjà
4078080	4078900	c'est des amis ça
4078900	4081160	de quoi c'est des amis
4081160	4082580	c'est des gens que tu connais
4082580	4084360	non c'est des amis d'amis
4084360	4086780	et le gars lui a dit ça
4086780	4088180	et le gars lui a dit ça
4088180	4088840	mais elle a largué
4088840	4089420	elle a largué
4089420	4090060	c'est fait quoi
4090060	4090740	elle est partie quoi
4090740	4091760	ouais je crois ouais
4091760	4092520	elle est partie
4092520	4093020	enfin non non
4093020	4095320	ils sont en train de régler le truc
4095320	4096340	mais elle va partir avec
4096340	4097020	avec une voix
4097020	4097380	oh là là
4097380	4098800	mais moi je propose
4098800	4100220	un troupe le direct quoi
4100220	4102200	ouais mais je pense qu'elles en
4102200	4102780	elles en veulent pas
4102780	4103940	et c'est la première fois
4103940	4105020	qu'elle a fait des trucs
4105020	4105480	avec une fille
4105480	4106660	il semblerait ouais
4106660	4107700	bon de toute façon moi
4107700	4108520	je l'ai déjà assez dit
4108520	4109340	ma théorie que je dis
4109340	4110000	à toutes mes amies
4110000	4111860	et à ma femme d'ailleurs
4111860	4113740	je pense que c'est là
4113740	4114680	je pense que
4114680	4115700	le mal
4115700	4117680	c'est mauvais
4117680	4118200	pour vous
4118200	4118620	vraiment
4118620	4120340	il faut que vous soyez
4120340	4120860	toutes lesbiennes
4120860	4121780	si vous voulez être heureuses
4121780	4122840	j'en suis sûr et certain
4122840	4123280	mais bon
4123280	4123920	il y a beaucoup de
4123920	4125120	il y a beaucoup de
4125120	4126420	de meufs
4126420	4127400	notamment dans le stand-up
4127400	4128460	qui font des trucs là-dessus
4128460	4128720	tu vois
4128720	4129800	mais non mais moi
4129800	4130480	c'est en tant que mec
4130480	4131120	en tant que mec
4131120	4132460	je suis attiré par les hommes
4132460	4133380	mais je déteste les hommes
4133380	4134300	et oui mais je trouve
4134300	4135360	que c'est la pire
4135360	4137040	pire raison
4137040	4138360	la croix ?
4138520	4139400	la pire
4139400	4141140	c'est la pire raison
4141140	4142180	de rester avec un homme
4142180	4142980	quand on est une femme
4142980	4143860	un peu âgée
4143860	4144440	de se dire
4144440	4145380	ah j'aime le sexe
4145380	4146260	déjà le sexe
4146260	4146800	au bout d'un moment
4146800	4147300	dans un couple
4147300	4147940	ça devient nul
4147940	4148340	ok
4148340	4149140	ou pas ouf
4149140	4150020	donc il faut oublier
4150020	4151380	c'est pas le plus important
4151380	4153380	ça dépend
4153380	4154960	j'ai vu quelques vidéos
4154960	4156060	oui mais non mais
4156060	4157180	je performe encore
4157180	4158120	c'est pas la question
4158120	4159060	le
4159060	4159800	le
4159800	4162780	donc le sexe
4162780	4163880	c'est pas le plus important
4163880	4165460	les hommes hétérosexuels
4165460	4166020	sont pas
4166020	4167260	être réputés
4167260	4168720	comme étant les amants
4168720	4169420	les plus généreux
4169420	4170280	donc allez
4170280	4171400	disons que t'aimes bien ça
4171400	4172360	mais il y en a un sur cent
4172360	4172880	qui baissent bien
4172880	4173380	comme tu veux
4173380	4175080	donc c'est complètement con
4175080	4175860	c'est-à-dire que t'aurais
4175860	4176400	d'autres raisons
4176400	4177080	moi j'aime les hommes
4177080	4177820	parce que machin machin
4177820	4178500	mais à chaque fois
4178500	4179300	que des filles m'ont dit
4179300	4180400	non je ne peux pas être lesbienne
4180400	4181280	c'est une histoire
4181280	4183100	d'attirance purement sexuelle
4183100	4183840	c'est pas un choix
4183840	4185300	oui d'accord
4185300	4186500	mais tu peux dire
4186500	4187640	surtout les meufs
4187640	4188820	c'est ok
4188820	4189420	bah vas-y
4189420	4190400	gâche ta vie
4190400	4191280	parce que t'aimes
4191280	4192340	te faire ken
4192340	4193500	trois minutes par un pélo
4193500	4194640	c'est tu fais une erreur
4194640	4195440	stratégique
4195440	4196540	dans ta vie
4196540	4197220	c'est sûr
4197220	4198200	c'est sûr
4198200	4199080	t'es comme le gars
4199080	4200420	qui est avec une conne
4200420	4200940	toute sa vie
4200940	4202080	parce qu'elle l'a bien baisé
4202080	4202960	en 78 quoi
4202960	4203780	t'es un blaireau
4203780	4205140	faut voir long terme
4205140	4206560	et long terme
4206560	4207620	mets-toi avec une meuf
4207620	4208340	je te jure
4208340	4209440	va te faire débarouler
4209440	4210100	par un voisin
4210100	4210920	à un boucher
4210920	4211480	de temps en temps
4211480	4211880	si tu veux
4211880	4213080	mais mets-toi avec une meuf
4213080	4214400	sérieux
4214400	4215860	je connais les hommes
4215860	4216840	c'est un monstre
4216840	4217420	mais non
4217420	4217940	mais alors attends
4217940	4219780	je n'aime pas
4219780	4220580	je le sais
4220580	4221120	que les hommes
4221120	4221600	sont pas bons
4221600	4222040	pour les femmes
4222040	4222900	je le sais
4222900	4223720	non mais bien sûr
4223720	4224420	bien sûr
4224420	4225540	et on en reparlera peut-être
4225540	4226720	on en reparlera plus tard
4226720	4227340	je peux pas en parler
4227340	4227920	on a plus le temps
4227920	4229480	mais d'une sale affaire
4229480	4230520	autour d'hommes
4230520	4231720	qui droguait sa femme
4231720	4232320	ah j'ai vu
4232320	4233200	j'avais pas envie
4233200	4233900	d'en parler dans le podcast
4233900	4234560	c'était horrible
4234560	4235480	mais évidemment
4235480	4236660	évidemment que les hommes
4236660	4237680	sont dangereux pour les femmes
4237680	4238820	dangereux et nuls
4238820	4239980	et malheureuses
4239980	4240800	en fait elles passent leur temps
4240800	4241420	si c'était un choix
4241420	4241920	de leur part
4241920	4242460	on serait
4242460	4243700	très vite tout seul
4243700	4244320	évidemment
4244320	4245460	mais c'est pas un choix
4245460	4246620	mais si
4246620	4248740	il y a déjà eu plusieurs trucs
4248740	4249360	qui ont été faits
4249360	4249580	un
4249580	4251320	quand ils ont donné
4251320	4252080	le salaire à vie
4252080	4253120	Urbain imagine
4253120	4253660	imagine
4253660	4255940	si les femelles
4255940	4257140	hommes
4257140	4258240	les femelles
4258240	4259160	d'humains
4259160	4260680	décapitaient
4260680	4261820	leur partenaire
4261820	4262740	après chaque accouplement
4262740	4264140	comme les mentes religieuses
4264140	4264680	et bah nous
4264680	4265660	on baiserait quand même
4265660	4266440	c'est là où vous verrez
4266440	4267680	la stupidité de l'homme
4267680	4268860	et bah c'est ce que j'allais dire
4268860	4269600	et les femmes
4269600	4270600	jamais elles le feraient
4270600	4270880	je ne baiserais pas
4270880	4271820	en couple avec un mec
4271820	4273260	voilà c'est exactement pour ça
4273260	4273880	qu'il ne faut pas
4273880	4274800	parce que tu préfères les nibards
4274800	4275720	et c'est ridicule
4275720	4276320	mais c'est comme ça
4276320	4276980	c'est comme ça
4276980	4277860	nous on le ferait
4277860	4278340	donc déjà
4278340	4279700	il ne faut pas comparer
4279700	4281420	le besoin
4281420	4282000	ça montre à quel point
4282000	4282500	on est débile
4282500	4283620	quelques femmes
4283620	4284100	pourraient peut-être
4284100	4285040	être aussi débiles que nous
4285040	4286600	ok mais je pense
4286600	4287080	beaucoup moins
4287080	4288300	tu donnerais aux femmes
4288300	4289040	ils ont déjà fait
4289040	4289940	le salaire à vie
4289940	4290840	aux Etats-Unis
4290840	4291560	pendant un moment
4291560	4292140	ils l'ont fait
4292140	4293280	le seul indicateur
4293280	4293780	qui n'allait pas
4293780	4294900	c'était que les femmes
4294900	4295620	divorçaient toutes
4295620	4297020	si les femmes
4297020	4298380	elles avaient assez de pognon
4298380	4299080	et qu'elles pouvaient faire
4299080	4299900	des enfants toutes seules
4299900	4301580	mais on serait sur la touche
4301580	4302580	en 4 secondes
4302580	4303180	et tous les mecs
4303180	4303880	le savent très bien
4303880	4305200	tu peux faire un bébé
4305200	4305520	toute seule
4305520	4306040	quand t'as une meuf
4306040	4306680	tu peux
4306680	4308160	et il y a de plus en plus
4308160	4309160	de femmes célibataires
4309160	4309660	et sans enfants
4309660	4310620	il y en a plus
4310620	4312720	on ne sert
4312720	4313580	mesdames
4313580	4315040	c'est Urbain
4315040	4316080	votre pote qui dit ça
4316080	4316720	c'est Urbain
4316720	4318120	même pas votre pote
4318120	4318460	qui essaie de vous niquer
4318460	4318860	votre allié
4318860	4320720	c'est même pas votre pote
4320720	4321520	qui essaie de vous niquer
4321520	4322480	c'est même pas celui-là
4322480	4323580	déjà ne croyez jamais
4323580	4324380	ce qu'un homme vous dit
4324380	4324840	si à la fin
4324840	4325340	il ne veut vous niquer
4325340	4325800	jamais
4325800	4327320	soyez lesbienne
4327320	4329860	c'est ce que je souhaiterais
4329860	4330360	pour ma mère
4330360	4331100	c'est ce que je souhaiterais
4331100	4331860	pour toutes les femmes
4331860	4332300	que j'aime
4332300	4333440	faites-le
4333440	4334940	nous ne sommes pas bons
4334940	4335340	pour vous
4335340	4336860	je la connais mon espèce
4336860	4338300	quand je vous parle
4338300	4338700	des hommes
4338700	4339260	vous me dites souvent
4339260	4339940	oui mais ils ne sont pas
4339940	4340380	tous comme ça
4340380	4341820	parce qu'ils te mentent
4341820	4342500	ceux que tu connais
4342500	4343920	ils essaient de te baiser
4343920	4344720	crois-moi
4344720	4345660	on en revient
4345660	4346440	à Félix Radu
4346440	4348480	Lisez Virginie
4348480	4349420	Lisez Libé
4349420	4351000	Lisez Virginie
4351000	4352020	Lisez Virginie
4352020	4352480	Virginie Despente
4352480	4353300	Virginie Despente
4353300	4353860	elle en a parlé
4353860	4354660	ça l'a sauvé
4354660	4355600	je connais d'autres femmes
4355600	4356460	que ça a sauvé
4356460	4358060	c'est vers 40 ans
4358060	4358680	45 ans
4358680	4359540	qu'elle se met à comprendre
4359540	4360800	prenez les devants
4360800	4362200	les meilleures meufs
4362200	4362680	vont partir
4362680	4363580	le marché de la chatte
4363580	4364100	s'épuise
4364100	4365340	allez tout de suite
4365340	4366420	faites le bon move
4366420	4367900	faites le bon move
4367900	4368800	c'est la crypto-monnaie
4368800	4369560	vous vous en voudrez
4369560	4370480	si vous ne l'avez pas fait
4370480	4371980	toi tu dis aux meufs
4371980	4373220	d'investir dans de la meuf
4373220	4374120	dans de la chatte
4374120	4374500	tout de suite
4374500	4377220	le cours de la chatte
4377220	4377700	est en train
4377700	4378680	d'exploser
4378680	4379460	ouais
4379460	4381660	il ne faut pas rater le wagon
4381660	4382480	il ne faut pas rater le wagon
4382480	4382940	de la chatte
4382940	4383500	c'est ça que tu es en train de dire
4383500	4383920	bon bref
4383920	4384500	donc pardon
4384500	4385300	je reviens toujours là-dessus
4385300	4386600	mais c'est ma théorie de la vie
4386600	4387620	j'en suis sûr
4387620	4389400	j'en suis persuadé
4389400	4390540	c'est une théorie
4390540	4391360	qui va augmenter
4391360	4391960	avec le temps
4391960	4393180	on tuera les hommes
4393180	4394520	qui oseront l'avoir dit en premier
4394520	4395580	parce que j'aurais
4395580	4397060	tu es en train de nous raconter
4397060	4397820	Calmos en fait
4397820	4399960	contribuer à détruire l'espèce
4399960	4400660	non
4400660	4402200	parce que dans Calmos
4402200	4403980	les hommes sont heureux
4403980	4405200	de ne plus être avec les femmes
4405200	4406180	bah non
4406180	4406480	à la fin
4406480	4407540	ils sont réduits en esclavage
4407540	4408460	ils sont réduits en esclavage
4408460	4408580	oui
4408580	4409980	le procréateur
4409980	4410340	comme des
4410340	4410900	oui oui
4410900	4411640	mais dans Calmos
4411640	4412560	c'est les hommes d'eux-mêmes
4412560	4413220	qui décident
4413220	4413880	c'est plutôt là
4413880	4414480	au début oui
4414480	4414860	de partir
4414860	4416300	je te parle d'un Calmos inversé
4416300	4417100	les femmes disent
4417100	4417800	allez fini
4417800	4418640	on n'a plus besoin de vous
4418640	4418960	au revoir
4418960	4420460	si on veut récolter du sperme
4420460	4421180	on le fera de temps en temps
4421180	4422180	vous ne servez à rien
4422180	4422960	notre vie de couple
4422960	4423880	notre vie harmonieuse
4423880	4424060	et tout
4424060	4425940	toi tu serais content toi
4425940	4426880	de vivre dans un pré
4426880	4427580	comme un étalon
4427580	4429220	on vient chercher ton speu
4429220	4430800	une fois tous les six mois
4430800	4431520	bien sûr
4431520	4432180	bien sûr
4432180	4432720	t'aurais à bouffer
4432720	4433640	on serait pas mal
4433640	4434280	non problème
4434280	4435220	non problème
4435220	4436100	d'accord
4436100	4437240	écoute l'appel est lancé
4437240	4438200	on va voir si ça va
4438200	4439320	avoir quelques répercussions
4439320	4440240	on a deux minutes
4440240	4441200	pour parler de ton pote
4441200	4443060	je sais pas ce qu'il a voulu dire
4443060	4444320	en tout cas c'est très macho
4444320	4444840	je sais pas comment il
4444840	4446260	mais c'est vraiment pourri
4446260	4447420	c'est très bizarre à sortir quand même
4447420	4448800	sa réaction est très pourrie
4448800	4451280	t'imagines que là
4451280	4452000	putain
4452000	4453060	si je l'avais claqué
4453060	4453880	des grandes claques
4453880	4454380	sur les fesses
4454380	4454980	ça serait pas en train
4454980	4456440	j'avais peur d'avoir compris ça aussi
4456440	4457160	mais je pense que c'est
4457160	4458040	exactement ce qu'il a dit
4458040	4459480	il aurait dû être plus viril
4459480	4460180	j'imagine
4460180	4462100	mais c'est complètement con
4462100	4463100	parce que justement
4463100	4464160	elle aurait
4464160	4465320	si
4465320	4466660	si il amenait
4466660	4467820	cette douceur féminine
4467820	4468320	qu'elle avait
4468320	4469780	pourquoi elle est
4469780	4470280	pour les autres
4470280	4470820	on va aller chercher
4470820	4471600	avec une autre femme
4471600	4472740	c'est tout faire tourner
4472740	4473520	autour de lui aussi
4473520	4473800	tu vois
4473800	4474700	elle est tombée amoureuse
4474700	4475280	de quelqu'un d'autre
4475280	4475880	et se dit merde
4475880	4476620	qu'est-ce que j'ai fait
4476620	4477220	en plus
4477220	4478140	alors merci effectivement
4478140	4479020	quand je suis en bléros
4479020	4480660	c'est déjà passé dans le mode
4480660	4482220	moi je me suis souvent dit ça
4482220	4482420	en fait
4482420	4483220	je me suis souvent dit
4483220	4484880	si on me quitte
4484880	4485240	en me disant
4485240	4485880	je suis amoureux
4485880	4486480	de quelqu'un d'autre
4486480	4487280	mais je sais même pas
4487280	4488220	si ça va me faire mal
4488220	4488660	si je suis en mode
4488660	4488860	mais
4490180	4490820	trop puissant
4490820	4491540	tu peux rien y faire
4491540	4492160	qu'est-ce que tu veux que je fasse
4492160	4492880	moi j'ai rien à faire
4492880	4493620	dans cette histoire en fait
4493620	4494220	t'es tombé amoureux
4494220	4494880	de quelqu'un d'autre quoi
4494880	4495840	casse-toi
4495840	4497200	il y a zéro problème en fait
4497200	4498160	je sais pas pourquoi
4498160	4499120	tu peux en vouloir
4499120	4500280	à quelqu'un de ce truc là quoi
4500280	4501760	bah c'est pas en vouloir
4501760	4502320	mais ça peut
4502320	4503800	je pense que c'est douloureux quand même
4503800	4504940	mais moi ça me
4504940	4505640	c'est ton ego
4505640	4506480	je pense que c'est ton ego
4506480	4507580	si t'arrives à
4507580	4508400	justement
4508400	4509140	moi j'ai
4509140	4510960	mon ego c'est plutôt
4510960	4511940	ah je me suis fait
4511940	4512940	déboîter dans les chiottes
4512940	4513860	il avait une trop grosse tub
4513860	4514660	mais si c'est
4514660	4515860	le gars est amoureux de toi
4515860	4516680	vous allez faire des trucs
4516680	4517440	chiants de couple
4517440	4518500	genre aller à Venise et tout
4518500	4519100	j'ai plus d'ego
4519100	4519500	j'ai en mode
4519500	4521140	bah je passe la patate chaude quoi
4521140	4521500	vas-y
4521500	4522300	t'es heureux
4522300	4523080	vas-y mon gars
4523080	4524440	y'a pas de problème quoi
4524440	4524740	tu veux
4524740	4525220	c'est le surnom
4525220	4526600	le surnom de ta petite femme
4526600	4527440	de toutes les femmes
4527440	4529500	et de tous les hommes
4529500	4530240	de tous les couples
4530240	4530660	en fait
4530660	4531520	c'est tout ce que je veux dire
4531520	4532080	c'est à un moment
4532080	4533020	le gars
4533020	4535300	il prend le full package quoi
4535300	4536360	ce que j'aime pas
4536360	4537300	dans la tromperie de base
4537300	4538240	c'est hop putain
4538240	4539780	on entretient maman
4539780	4540560	pendant un machin
4540560	4541000	hop
4541000	4542160	et après le gars
4542160	4543500	il peut juste en 4 secondes
4543500	4544280	la baiser
4544280	4545040	non ça j'aime pas
4545040	4545660	ou le contraire
4545660	4547080	mais si tu prends
4547080	4548020	le full package
4548020	4548680	amoureux
4548680	4550140	la meuf va habiter chez toi
4550140	4550700	et tout
4550700	4551620	et tous les trucs
4551620	4552160	qui vont avec
4552160	4553060	bah t'as mérité quoi
4553060	4554140	moi je suis
4554140	4555580	pas trop contre ça
4555580	4555900	et surtout
4555900	4556680	tu ne peux rien y faire
4556680	4557760	tu ne peux rien y faire
4557760	4558880	la personne t'annonce
4558880	4559480	c'est fait
4559480	4561220	je suis avec quelqu'un d'autre
